Template model,Target model,Target chemical,Target ID,Air_condition,Carbon source,Target reaction,MIN_R
iJN1463,iJN1463_alac__S,(2S)-2-hydroxy-2-methyl-3-oxobutanoate,alac__S,aerobic,fructose,GLXCL,0.8413
iJN1463,iJN1463_alac__S,(2S)-2-hydroxy-2-methyl-3-oxobutanoate,alac__S,aerobic,fructose,ICL,0.8289
iJN1463,iJN1463_alac__S,(2S)-2-hydroxy-2-methyl-3-oxobutanoate,alac__S,aerobic,fructose,GLYCK,0.657
iJN1463,iJN1463_alac__S,(2S)-2-hydroxy-2-methyl-3-oxobutanoate,alac__S,aerobic,fructose,ICDHyr,0.6169
iJN1463,iJN1463_alac__S,(2S)-2-hydroxy-2-methyl-3-oxobutanoate,alac__S,aerobic,fructose,PGM,0.385
iJN1463,iJN1463_alac__S,(2S)-2-hydroxy-2-methyl-3-oxobutanoate,alac__S,aerobic,fructose,NDPK5,0.2603
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,CHORS,1.0
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,DDPA,1.0
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,DHQS,1.0
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,SHKK,1.0
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,SHK3Dr,1.0
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,FBP,1.0
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,FRUtex,0.9999
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,FRUptspp,0.9999
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,FRUK,0.9999
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,TKT2,0.9985
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,CS,0.9909
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,ACONTa,0.9899
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,ACONTb,0.9899
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,SUCDi,0.9841
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,TPI,0.968
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,FBA,0.9653
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,RPE,0.9467
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,TKT1,0.8901
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,TALA,0.8857
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,ENO,0.8756
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,ANS2,0.8204
iJN1463,iJN1463_anth,anthranilate,anth,aerobic,fructose,ICDHyr,0.7269
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,NH4tpp,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,AGPR,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,ACGS,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,ACGK,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,ACOTA,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,FRUK,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,FRUptspp,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,FRUtex,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,NADH16pp,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,ACODA,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,ARGSL,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,ARGSS,1.0
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,FBA,0.9992
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,TPI,0.9992
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,ACS,0.9949
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,CS,0.9913
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,ACONTa,0.9898
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,ACONTb,0.9898
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,ENO,0.9881
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,SUCDi,0.7467
iJN1463,iJN1463_arg__L,L-argininium(1+),arg__L,aerobic,fructose,CBMKr,0.6397
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,FRUtex,1.0
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,ACODA,1.0
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,ARGSS,1.0
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,FRUK,1.0
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,FRUptspp,1.0
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,NH4tpp,1.0
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,ACOTA,1.0
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,ACGS,1.0
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,ACGK,1.0
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,FBA,0.9992
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,TPI,0.9992
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,ACS,0.9903
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,ENO,0.9881
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,CS,0.9837
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,ACONTa,0.9808
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,ACONTb,0.9808
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,SUCDi,0.7115
iJN1463,iJN1463_argsuc,(N(omega)-L-arginino)succinate(1-),argsuc,aerobic,fructose,CBMKr,0.2439
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,FRUK,1.0
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,ICDHyr,1.0
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,FRUtex,1.0
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,FRUptspp,1.0
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,NH4tpp,1.0
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,FBA,0.9992
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,TPI,0.9992
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,ENO,0.9881
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,CS,0.7052
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,SUCDi,0.65
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,ACONTa,0.5515
iJN1463,iJN1463_asp__L,L-aspartate(1-),asp__L,aerobic,fructose,ACONTb,0.5515
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,NH4tpp,1.0
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,ASPK,1.0
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,FRUtex,1.0
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,ICDHyr,1.0
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,FRUptspp,1.0
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,FRUK,1.0
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,ASAD,1.0
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,FBA,0.9992
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,TPI,0.9992
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,ENO,0.9881
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,CS,0.9243
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,ACONTa,0.9117
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,ACONTb,0.9117
iJN1463,iJN1463_aspsa,L-aspartic acid 4-semialdehyde betaine,aspsa,aerobic,fructose,SUCDi,0.885
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,FRUK,0.9999
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,FRUptspp,0.9999
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,FRUtex,0.9999
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,FBA,0.9952
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,TPI,0.9883
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,ENO,0.9676
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,ICDHyr,0.9433
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,GLXCL,0.8957
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,ICL,0.8754
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,PGM,0.8449
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,GLYCK,0.644
iJN1463,iJN1463_bhb,(R)-3-hydroxybutyrate,bhb,aerobic,fructose,NDPK5,0.5172
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,BTDD_RR,1.0
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,ACLS,1.0
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,FRUtex,0.9985
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,FRUK,0.9985
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,FRUptspp,0.9985
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,GLXCL,0.7689
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,ICL,0.75
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,GLYCK,0.6472
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,ENO,0.6435
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,ICDHyr,0.4648
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,TPI,0.402
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,NDPK5,0.3697
iJN1463,iJN1463_btd_RR,"(R,R)-butane-2,3-diol",btd_RR,aerobic,fructose,FBA,0.3695
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ACOAD1f,1.0
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,SUCD4,1.0
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,FRUK,0.998
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,FRUptspp,0.998
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,FRUtex,0.998
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,GLXCL,0.7807
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ICL,0.7341
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ICDHyr,0.5533
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,PGM,0.546
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,NDPK5,0.4713
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ENO,0.4708
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,PGK,0.2942
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,TPI,0.1771
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,CBMKr,0.1206
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,FBA,0.1096
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,PIt2rpp,0.0668
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,PItex,0.0663
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,CYTK1,0.0463
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,GARFT,0.0447
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,NDPK3,0.0405
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,DURAD,0.0333
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,VALt2rpp,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ILEt2rpp,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,BZt1pp,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,UREAtpp,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,LEUt2rpp,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,HISt2rpp,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,3HAACOAT100,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ADK4,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ACOATA,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ECOAH25,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ECOAH8,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,BDH,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,PPK2,0.0118
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,PGMT,0.0063
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,3HAACOAT141,0.0034
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,3HAACOAT121,0.0012
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ECOAH7,0.0012
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,ECOAH26,0.0012
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,3HAACOAT80,0.0012
iJN1463,iJN1463_btoh,butan-1-ol,btoh,aerobic,fructose,3HAACOAT60,0.0012
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,FRUtex,0.9999
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,FRUK,0.9999
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,FRUptspp,0.9999
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,FBA,0.9949
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,ICDHyr,0.9828
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,THRA,0.9697
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,TPI,0.9494
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,ENO,0.9356
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,THRD_L,0.9185
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,PSERT,0.7277
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,PSP_L,0.7277
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,PGCD,0.7277
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,GLYK,0.6047
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,GLXCL,0.6047
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,ICL,0.6047
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,G3PD5,0.6032
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,HSDy,0.5749
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,PGK,0.4955
iJN1463,iJN1463_btoh_path_1,butan-1-ol,btoh,aerobic,fructose,ALCD19,0.3948
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,ACOAD1f,1.0
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,SUCD4,1.0
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,FRUptspp,0.9983
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,FRUK,0.9983
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,FRUtex,0.9983
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,GLXCL,0.861
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,ICL,0.8397
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,ICDHyr,0.7208
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,ACALD,0.6975
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,PGM,0.6857
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,ENO,0.606
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,NDPK5,0.5782
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,PGK,0.5681
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,AGPR,0.4619
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,TPI,0.2734
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,GLYALDDr,0.2585
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,ACOTA,0.2546
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,FBA,0.1514
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,CBMKr,0.0908
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,PIt2rpp,0.0338
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,PItex,0.0333
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,CYTK1,0.0122
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,GARFT,0.0104
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,NDPK3,0.0061
iJN1463,iJN1463_but,butyrate,but,aerobic,fructose,DURAD,0.0019
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,DMATT,1.0
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,GRTT,1.0
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,FRUtex,1.0
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,FRUptspp,1.0
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,FRUK,1.0
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,FBA,0.9982
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,TPI,0.9982
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,ENO,0.993
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,IPDDI,0.9343
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,CDPMEK,0.6793
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,MECDPDH5,0.6793
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,FLDR2,0.6793
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,DXPRIi,0.6793
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,DXPS,0.6792
iJN1463,iJN1463_caro,beta-carotene,caro,aerobic,fructose,MEPCT,0.5222
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,CHORM,1.0
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,SHK3Dr,1.0
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,CHORS,1.0
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,SHKK,1.0
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,DDPA,1.0
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,DHQS,1.0
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,FBP,1.0
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,FRUK,0.9999
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,FRUptspp,0.9999
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,FRUtex,0.9999
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,TYRTA,0.9998
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,TKT2,0.9983
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,CS,0.9921
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,ACONTb,0.991
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,ACONTa,0.991
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,SUCDi,0.9858
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,TPI,0.9705
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,FBA,0.9681
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,PPND,0.9579
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,RPE,0.9231
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,ENO,0.9027
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,TKT1,0.8835
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,TALA,0.8785
iJN1463,iJN1463_catechol,catechol,catechol,aerobic,fructose,ICDHyr,0.4703
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,MUCCYCI,1.0
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,MUCLI,1.0
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,DHQS,1.0
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,DDPA,1.0
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,FBP,1.0
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,FRUtex,1.0
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,FRUptspp,1.0
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,FRUK,1.0
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,TKT2,0.9991
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,4CMLCL_kt,0.9866
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,MUCCY_kt,0.9866
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,PCADYOX,0.9866
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,DHSKDH,0.9866
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,RPE,0.983
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,TPI,0.9679
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,FBA,0.9651
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,CS,0.9475
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,ACONTb,0.9408
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,ACONTa,0.9408
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,TKT1,0.9186
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,TALA,0.9142
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,SUCDi,0.9035
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,ENO,0.7047
iJN1463,iJN1463_ccmuac,"cis,cis-muconate",ccmuac,aerobic,fructose,ICDHyr,0.2588
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,DHQS,1.0
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,DDPA,1.0
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,SHKK,1.0
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,SHK3Dr,1.0
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,CHORS,1.0
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,FRUK,1.0
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,FRUptspp,1.0
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,FRUtex,1.0
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,FBP,0.9999
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,TKT2,0.9969
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,TPI,0.9795
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,FBA,0.978
iJN1463,iJN1463_chor,chorismate(2-),chor,aerobic,fructose,CS,0.9709
