Template model,Target model,Target chemical,Target ID,Air condition,Carbon source,Target reactions,Improved YT (mol/mol),Previous YT (mol/mol),Increased percentage (%)
yeast850,yeast850_tym,tyraminium,tym,aerobic,glycerol,OBTFL,0.344827586206895,0.3,14.9425287356316
yeast850,yeast850_tym,tyraminium,tym,aerobic,glycerol,FMNRx2_copy1;POR3b;POR_2,0.368421052631579,0.3,22.8070175438596
yeast850,yeast850_tym,tyraminium,tym,anaerobic,glycerol,ACAFDOR;POR_2,0.368421052631578,0.3,22.8070175438596
yeast850,yeast850_tym,tyraminium,tym,anaerobic,glycerol,AOR_CL;POR_2,0.368421052631578,0.3,22.8070175438596
yeast850,yeast850_tym,tyraminium,tym,anaerobic,glycerol,FMNRx2_copy1;NADFADOR;POR_2,0.368421052631579,0.3,22.8070175438596
yeast850,yeast850_tym,tyraminium,tym,anaerobic,glycerol,ACOAD7f;OBTFL;r1252,0.344827586206896,0.3,14.9425287356321
yeast850,yeast850_tym,tyraminium,tym,anaerobic,glycerol,ACOAD7f;CTECOAI7;OBTFL,0.344827586206896,0.3,14.9425287356321
yeast850,yeast850_tym,tyraminium,tym,anaerobic,glycerol,FMNRx2_copy1;OBTFL,0.368421052631578,0.3,22.8070175438595
yeast850,yeast850_tym,tyraminium,tym,anaerobic,glycerol,FMNRx2_copy1;POR3b;POR_2,0.368421052631578,0.3,22.8070175438594
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,AOR_CL;FMNRx2_copy1;POR_2,0.403508771929824,0.306,31.8656117417727
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACOAD7f;r1252,0.319999999999999,0.306,4.57516339869277
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,AOR_CL;MTHFR;POR_2,0.39298245614035,0.306,28.4256392615525
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACOAD8f;CTECOAI8;FACOAL181,0.319999999999999,0.306,4.57516339869279
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACAFDOR;ADHEr;POR_2,0.403508771929825,0.306,31.8656117417728
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ADHEr;AOR_CL;POR_2,0.403508771929825,0.306,31.8656117417728
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,POR3b;POR_2,0.317142857142857,0.306,3.64145658263304
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACOAD7f;CTECOAI7,0.319999999999999,0.306,4.57516339869279
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACAFDOR;FDH7;POR_2,0.403508771929824,0.306,31.8656117417727
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,NADFADOR;POR_2,0.317142857142857,0.306,3.64145658263306
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,AOR_CL;FDH7;POR_2,0.403508771929824,0.306,31.8656117417727
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACAFDOR;FMNRx2_copy1;POR_2,0.403508771929824,0.306,31.8656117417727
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACOAD7f;OBTFL;r1252,0.372413793103448,0.306,21.7038539553752
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,FMNRx2_copy1;OBTFL,0.403508771929824,0.306,31.8656117417727
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACAFDOR;MTHFR;POR_2,0.39298245614035,0.306,28.4256392615525
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,MTHFR;NADFADOR;POR_2,0.32,0.306,4.57516339869281
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,FMNRx2_copy1;POR3b;POR_2,0.403508771929824,0.306,31.8656117417727
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACAFDOR;POR_2,0.387368421052631,0.306,26.5909872721019
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,AOR_CL;POR_2,0.387368421052631,0.306,26.5909872721019
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,FMNRx2_copy1;NADFADOR;POR_2,0.403508771929824,0.306,31.8656117417728
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACOAD7f;CTECOAI7;OBTFL,0.372413793103448,0.306,21.7038539553752
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,MTHFR5;POR_2,0.319999999999999,0.306,4.57516339869277
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,FMNRx2_copy1,0.319999999999999,0.306,4.57516339869279
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,MTHFR;POR3b;POR_2,0.32,0.306,4.57516339869281
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,FDH7;POR_2,0.319999999999999,0.306,4.57516339869279
yeast850,yeast850_tym,tyraminium,tym,microaerobic,glycerol,ACOAD1f;ACOAD1z;POR_2,0.317142857142857,0.306,3.64145658263306
yeast850,yeast850_tym,tyraminium,tym,aerobic,sucrose,POR3b;POR_2,1.24675324675324,1.2,3.89610389610388
yeast850,yeast850_tym,tyraminium,tym,aerobic,sucrose,ACAFDOR;POR_2,1.26315789473684,1.2,5.26315789473692
yeast850,yeast850_tym,tyraminium,tym,aerobic,sucrose,NADFADOR;POR_2,1.24675324675324,1.2,3.89610389610388
yeast850,yeast850_tym,tyraminium,tym,aerobic,sucrose,AOR_CL;POR_2,1.26315789473684,1.2,5.26315789473692
yeast850,yeast850_tym,tyraminium,tym,aerobic,sucrose,FMNRx2_copy1;NADFADOR;POR_2,1.26315789473684,1.2,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,aerobic,sucrose,FMNRx2_copy1;OBTFL,1.26315789473684,1.2,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,aerobic,sucrose,ACOAD1f;ACOAD1z;POR_2,1.24675324675324,1.2,3.8961038961039
yeast850,yeast850_tym,tyraminium,tym,aerobic,sucrose,OBTFL,1.24137931034482,1.2,3.44827586206897
yeast850,yeast850_tym,tyraminium,tym,aerobic,sucrose,FMNRx2_copy1;POR3b;POR_2,1.26315789473684,1.2,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,anaerobic,sucrose,ACAFDOR;POR_2,1.26315789473684,1.2,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,anaerobic,sucrose,AOR_CL;POR_2,1.26315789473684,1.2,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,anaerobic,sucrose,FMNRx2_copy1;NADFADOR;POR_2,1.26315789473684,1.2,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,anaerobic,sucrose,ACOAD7f;CTECOAI7;OBTFL,1.24137931034482,1.2,3.44827586206897
yeast850,yeast850_tym,tyraminium,tym,anaerobic,sucrose,ACOAD7f;OBTFL;r1252,1.24137931034482,1.2,3.44827586206897
yeast850,yeast850_tym,tyraminium,tym,anaerobic,sucrose,FMNRx2_copy1;OBTFL,1.26315789473684,1.2,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,anaerobic,sucrose,FMNRx2_copy1;POR3b;POR_2,1.26315789473684,1.2,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,ACAFDOR;POR_2,1.28210526315789,1.22399999999999,4.74716202270382
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,AOR_CL;FMNRx2_copy1;POR_2,1.29824561403508,1.22399999999999,6.06581814012157
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,ACAFDOR;FDH7;POR_2,1.29824561403508,1.22399999999999,6.06581814012159
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,ACAFDOR;FMNRx2_copy1;POR_2,1.29824561403508,1.22399999999999,6.06581814012157
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,AOR_CL;FDH7;POR_2,1.29824561403508,1.22399999999999,6.06581814012159
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,AOR_CL;POR_2,1.28210526315789,1.22399999999999,4.74716202270382
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,AOR_CL;MTHFR;POR_2,1.28771929824561,1.22399999999999,5.20582502006652
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,FMNRx2_copy1;NADFADOR;POR_2,1.29824561403508,1.22399999999999,6.06581814012157
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,ACOAD7f;OBTFL;r1252,1.26896551724137,1.22399999999999,3.67365336939375
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,ACOAD7f;CTECOAI7;OBTFL,1.26896551724137,1.22399999999999,3.67365336939373
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,FMNRx2_copy1;OBTFL,1.29824561403508,1.22399999999999,6.06581814012157
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,ACAFDOR;ADHEr;POR_2,1.29824561403508,1.22399999999999,6.06581814012159
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,ADHEr;AOR_CL;POR_2,1.29824561403508,1.22399999999999,6.06581814012159
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,ACAFDOR;MTHFR;POR_2,1.28771929824561,1.22399999999999,5.20582502006652
yeast850,yeast850_tym,tyraminium,tym,microaerobic,sucrose,FMNRx2_copy1;POR3b;POR_2,1.29824561403508,1.22399999999999,6.06581814012154
yeast850,yeast850_tym,tyraminium,tym,aerobic,D-xylose,POR3b;POR_2,0.519480519480519,0.5,3.89610389610386
yeast850,yeast850_tym,tyraminium,tym,aerobic,D-xylose,ACAFDOR;POR_2,0.526315789473684,0.5,5.26315789473681
yeast850,yeast850_tym,tyraminium,tym,aerobic,D-xylose,NADFADOR;POR_2,0.519480519480519,0.5,3.89610389610388
yeast850,yeast850_tym,tyraminium,tym,aerobic,D-xylose,AOR_CL;POR_2,0.526315789473684,0.5,5.26315789473681
yeast850,yeast850_tym,tyraminium,tym,aerobic,D-xylose,FMNRx2_copy1;NADFADOR;POR_2,0.526315789473684,0.5,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,aerobic,D-xylose,FMNRx2_copy1;OBTFL,0.526315789473684,0.5,5.26315789473679
yeast850,yeast850_tym,tyraminium,tym,aerobic,D-xylose,ACOAD1f;ACOAD1z;POR_2,0.519480519480519,0.5,3.89610389610386
yeast850,yeast850_tym,tyraminium,tym,aerobic,D-xylose,OBTFL,0.517241379310344,0.5,3.44827586206892
yeast850,yeast850_tym,tyraminium,tym,aerobic,D-xylose,FMNRx2_copy1;POR3b;POR_2,0.526315789473683,0.5,5.26315789473674
yeast850,yeast850_tym,tyraminium,tym,anaerobic,D-xylose,ACAFDOR;POR_2,0.526315789473684,0.5,5.26315789473681
yeast850,yeast850_tym,tyraminium,tym,anaerobic,D-xylose,AOR_CL;POR_2,0.526315789473684,0.5,5.26315789473681
yeast850,yeast850_tym,tyraminium,tym,anaerobic,D-xylose,FMNRx2_copy1;NADFADOR;POR_2,0.526315789473684,0.5,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,anaerobic,D-xylose,ACOAD7f;OBTFL;r1252,0.517241379310344,0.5,3.44827586206894
yeast850,yeast850_tym,tyraminium,tym,anaerobic,D-xylose,ACOAD7f;CTECOAI7;OBTFL,0.517241379310344,0.5,3.44827586206894
yeast850,yeast850_tym,tyraminium,tym,anaerobic,D-xylose,FMNRx2_copy1;OBTFL,0.526315789473684,0.5,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,anaerobic,D-xylose,FMNRx2_copy1;POR3b;POR_2,0.526315789473684,0.5,5.26315789473681
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,AOR_CL;FMNRx2_copy1;POR_2,0.56140350877193,0.51,10.0791193670451
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACOAD7f;r1252,0.519999999999999,0.51,1.96078431372543
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,AOR_CL;MTHFR;POR_2,0.550877192982456,0.51,8.01513587891293
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACOAD8f;CTECOAI8;FACOAL181,0.519999999999999,0.51,1.96078431372543
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACAFDOR;ADHEr;POR_2,0.561403508771929,0.51,10.079119367045
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ADHEr;AOR_CL;POR_2,0.561403508771929,0.51,10.079119367045
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,POR3b;POR_2,0.517142857142857,0.51,1.40056022408958
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACOAD7f;CTECOAI7,0.519999999999999,0.51,1.96078431372543
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACAFDOR;FDH7;POR_2,0.561403508771929,0.51,10.079119367045
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,NADFADOR;POR_2,0.517142857142857,0.51,1.4005602240896
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,AOR_CL;FDH7;POR_2,0.561403508771929,0.51,10.079119367045
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACAFDOR;FMNRx2_copy1;POR_2,0.56140350877193,0.51,10.0791193670451
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACOAD7f;OBTFL;r1252,0.544827586206896,0.51,6.82893847194046
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,FMNRx2_copy1;OBTFL,0.561403508771929,0.51,10.079119367045
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACAFDOR;MTHFR;POR_2,0.550877192982456,0.51,8.01513587891293
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,FMNRx2_copy1;POR3b;POR_2,0.56140350877193,0.51,10.0791193670451
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACAFDOR;POR_2,0.545263157894737,0.51,6.91434468524265
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,AOR_CL;POR_2,0.545263157894737,0.51,6.91434468524265
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,FMNRx2_copy1;NADFADOR;POR_2,0.561403508771929,0.51,10.079119367045
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACOAD7f;CTECOAI7;OBTFL,0.544827586206896,0.51,6.82893847194046
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,MTHFR5;POR_2,0.519999999999999,0.51,1.96078431372543
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,FMNRx2_copy1,0.52,0.51,1.96078431372546
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,FDH7;POR_2,0.519999999999999,0.51,1.96078431372541
yeast850,yeast850_tym,tyraminium,tym,microaerobic,D-xylose,ACOAD1f;ACOAD1z;POR_2,0.517142857142857,0.51,1.4005602240896
yeast850,yeast850_tym,tyraminium,tym,aerobic,L-arabinose,POR3b;POR_2,0.519480519480519,0.5,3.89610389610388
yeast850,yeast850_tym,tyraminium,tym,aerobic,L-arabinose,ACAFDOR;POR_2,0.526315789473684,0.5,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,aerobic,L-arabinose,NADFADOR;POR_2,0.519480519480519,0.5,3.8961038961039
yeast850,yeast850_tym,tyraminium,tym,aerobic,L-arabinose,AOR_CL;POR_2,0.526315789473684,0.5,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,aerobic,L-arabinose,FMNRx2_copy1;NADFADOR;POR_2,0.526315789473684,0.5,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,aerobic,L-arabinose,FMNRx2_copy1;OBTFL,0.526315789473684,0.5,5.26315789473685
yeast850,yeast850_tym,tyraminium,tym,aerobic,L-arabinose,ACOAD1f;ACOAD1z;POR_2,0.519480519480519,0.5,3.89610389610388
yeast850,yeast850_tym,tyraminium,tym,aerobic,L-arabinose,OBTFL,0.517241379310344,0.5,3.44827586206897
yeast850,yeast850_tym,tyraminium,tym,aerobic,L-arabinose,FMNRx2_copy1;POR3b;POR_2,0.526315789473684,0.5,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,anaerobic,L-arabinose,ACAFDOR;POR_2,0.526315789473684,0.5,5.26315789473685
yeast850,yeast850_tym,tyraminium,tym,anaerobic,L-arabinose,AOR_CL;POR_2,0.526315789473684,0.5,5.26315789473685
yeast850,yeast850_tym,tyraminium,tym,anaerobic,L-arabinose,FMNRx2_copy1;NADFADOR;POR_2,0.526315789473684,0.5,5.26315789473679
yeast850,yeast850_tym,tyraminium,tym,anaerobic,L-arabinose,ACOAD7f;OBTFL;r1252,0.517241379310345,0.5,3.44827586206899
yeast850,yeast850_tym,tyraminium,tym,anaerobic,L-arabinose,ACOAD7f;CTECOAI7;OBTFL,0.517241379310344,0.5,3.44827586206897
yeast850,yeast850_tym,tyraminium,tym,anaerobic,L-arabinose,FMNRx2_copy1;OBTFL,0.526315789473684,0.5,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,anaerobic,L-arabinose,FMNRx2_copy1;POR3b;POR_2,0.526315789473684,0.5,5.26315789473683
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,AOR_CL;FMNRx2_copy1;POR_2,0.561403508771929,0.509999999999999,10.079119367045
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACOAD7f;r1252,0.52,0.509999999999999,1.9607843137255
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,AOR_CL;MTHFR;POR_2,0.550877192982456,0.509999999999999,8.015135878913
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACOAD8f;CTECOAI8;FACOAL181,0.519999999999999,0.509999999999999,1.96078431372548
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACAFDOR;ADHEr;POR_2,0.561403508771928,0.509999999999999,10.0791193670447
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ADHEr;AOR_CL;POR_2,0.561403508771928,0.509999999999999,10.0791193670447
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,POR3b;POR_2,0.517142857142857,0.509999999999999,1.40056022408965
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACOAD7f;CTECOAI7,0.52,0.509999999999999,1.96078431372552
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACAFDOR;FDH7;POR_2,0.561403508771928,0.509999999999999,10.0791193670449
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,NADFADOR;POR_2,0.517142857142857,0.509999999999999,1.40056022408965
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACAFDOR;FMNRx2_copy1;POR_2,0.561403508771929,0.509999999999999,10.079119367045
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,AOR_CL;FDH7;POR_2,0.561403508771928,0.509999999999999,10.0791193670449
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACOAD7f;OBTFL;r1252,0.544827586206896,0.509999999999999,6.82893847194054
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,FMNRx2_copy1;OBTFL,0.561403508771929,0.509999999999999,10.0791193670451
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACAFDOR;MTHFR;POR_2,0.550877192982456,0.509999999999999,8.015135878913
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,FMNRx2_copy1;POR3b;POR_2,0.561403508771929,0.509999999999999,10.079119367045
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACAFDOR;POR_2,0.545263157894736,0.509999999999999,6.91434468524254
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,AOR_CL;POR_2,0.545263157894736,0.509999999999999,6.91434468524254
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,FMNRx2_copy1;NADFADOR;POR_2,0.561403508771929,0.509999999999999,10.0791193670451
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACOAD7f;CTECOAI7;OBTFL,0.544827586206893,0.509999999999999,6.82893847193983
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,MTHFR5;POR_2,0.519999999999999,0.509999999999999,1.96078431372548
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,FMNRx2_copy1,0.519999999999999,0.509999999999999,1.96078431372548
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,FDH7;POR_2,0.519999999999999,0.509999999999999,1.96078431372548
yeast850,yeast850_tym,tyraminium,tym,microaerobic,L-arabinose,ACOAD1f;ACOAD1z;POR_2,0.517142857142857,0.509999999999999,1.40056022408965
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,aerobic,D-glucose,OBTFL,0.620689655172413,0.6,3.44827586206894
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,D-glucose,ACOAD7f;CTECOAI7;OBTFL,0.620689655172413,0.6,3.44827586206897
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,D-glucose,ACOAD7f;OBTFL;r1252,0.620689655172413,0.6,3.44827586206897
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,D-glucose,ACOAD7f;CTECOAI7,0.619999999999999,0.612,1.30718954248363
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,D-glucose,ACOAD7f;r1252,0.62,0.612,1.30718954248365
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,D-glucose,ACOAD7f;CTECOAI7;OBTFL,0.648275862068965,0.612,5.92742844264142
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,D-glucose,ACOAD8f;CTECOAI8;FACOAL181,0.62,0.612,1.30718954248367
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,D-glucose,ACOAD7f;OBTFL;r1252,0.648275862068965,0.612,5.92742844264142
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,aerobic,fructose,OBTFL,0.620689655172413,0.6,3.44827586206897
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,fructose,ACOAD7f;CTECOAI7;OBTFL,0.620689655172413,0.6,3.44827586206897
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,fructose,ACOAD7f;OBTFL;r1252,0.620689655172413,0.6,3.44827586206897
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,fructose,ACOAD7f;CTECOAI7,0.62,0.612,1.30718954248365
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,fructose,ACOAD7f;r1252,0.62,0.612,1.30718954248365
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,fructose,ACOAD7f;CTECOAI7;OBTFL,0.648275862068965,0.612,5.92742844264142
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,fructose,ACOAD8f;CTECOAI8;FACOAL181,0.619999999999999,0.612,1.30718954248358
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,fructose,ACOAD7f;OBTFL;r1252,0.648275862068965,0.612,5.92742844264142
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,aerobic,D-galactose,OBTFL,0.620689655172413,0.6,3.44827586206897
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,D-galactose,ACOAD7f;CTECOAI7;OBTFL,0.620689655172413,0.6,3.44827586206892
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,D-galactose,ACOAD7f;OBTFL;r1252,0.620689655172413,0.6,3.44827586206897
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,D-galactose,ACOAD7f;CTECOAI7,0.619999999999999,0.612,1.30718954248363
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,D-galactose,ACOAD7f;r1252,0.62,0.612,1.30718954248365
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,D-galactose,ACOAD7f;CTECOAI7;OBTFL,0.648275862068965,0.612,5.92742844264142
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,D-galactose,ACOAD8f;CTECOAI8;FACOAL181,0.62,0.612,1.30718954248367
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,D-galactose,ACOAD7f;OBTFL;r1252,0.648275862068965,0.612,5.92742844264142
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,aerobic,glycerol,OBTFL,0.333333333333333,0.299999999999999,11.1111111111111
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,glycerol,ACOAD7f;CTECOAI7;OBTFL,0.333333333333333,0.3,11.1111111111111
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,glycerol,ACOAD7f;OBTFL;r1252,0.333333333333333,0.3,11.1111111111111
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,glycerol,ACOAD7f;CTECOAI7,0.31,0.306,1.30718954248365
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,glycerol,ACOAD7f;r1252,0.31,0.306,1.30718954248365
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,glycerol,ACOAD7f;CTECOAI7;OBTFL,0.348148148148148,0.306,13.7739046235778
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,glycerol,ACOAD8f;CTECOAI8;FACOAL181,0.31,0.306,1.3071895424837
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,glycerol,ACOAD7f;OBTFL;r1252,0.348148148148148,0.306,13.7739046235778
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,aerobic,sucrose,OBTFL,1.24137931034482,1.2,3.44827586206897
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,sucrose,ACOAD7f;CTECOAI7;OBTFL,1.24137931034482,1.2,3.44827586206897
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,sucrose,ACOAD7f;OBTFL;r1252,1.24137931034482,1.2,3.44827586206894
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,sucrose,ACOAD7f;CTECOAI7,1.24,1.224,1.30718954248365
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,sucrose,ACOAD7f;r1252,1.24,1.224,1.30718954248365
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,sucrose,ACOAD7f;CTECOAI7;OBTFL,1.29655172413793,1.224,5.92742844264162
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,sucrose,ACOAD8f;CTECOAI8;FACOAL181,1.23999999999999,1.224,1.30718954248358
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,microaerobic,sucrose,ACOAD7f;OBTFL;r1252,1.29655172413787,1.224,5.9274284426368
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,aerobic,D-xylose,OBTFL,0.517241379310344,0.5,3.44827586206892
yeast850,yeast850_tyr__L,L-tyrosine zwitterion,tyr__L,anaerobic,D-xylose,ACOAD7f;CTECOAI7;OBTFL,0.517241379310344,0.5,3.44827586206894
